slug,name,family,family_slug,category_id,category_name_pl,category_name_en,weight,weight_gsm,composition,weave,weave_type,fibers,properties,norms,descriptor_pl,descriptor_en,specification_pl,specification_en,description_pl,primary_application_id,primary_application_pl,primary_application_en,primary_application_confidence,secondary_application_id,secondary_application_pl,secondary_application_en,secondary_application_confidence,hero_image_url,product_url_pl,product_url_en,family_url_pl,family_url_en,data_sheet_urls,certificate_urls,source_record_url,colors_count,parameters_count
ardura-500-kirik-dimi,ArDura 500 Kirik Dimi,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,215 g/m²,215,100% PA6.6,Twill,twill,pa66,water-repellent|antibacterial,EN 343|OEKO-TEX 100,Tkanina z Pa 6.6 w splocie skośnym łamanym do umundurowania policji i żandarmerii,Pa6.6 woven cross twill fabric for Police and Gendarme wear,"215 g/m², 100% Pa 6.6, wodoodporny (hydrofobowy), antybakteryjny, tkanina w splocie skośnym łamanym","215 g/m², 100% Pa 6.6, Water Repellent, Antibacterial, Cross Twill Woven Fabric","ArDura 500 Kirik Dimi to lekka tkanina z 100% poliamidu Pa 6.6 w splocie skośnym łamanym, przeznaczona do umundurowania wojskowego, policyjnego i żandarmerii. Sprawdza się w szczególności jako materiał na odzież roboczą dla zmotoryzowanych oddziałów policji. || Włókna Pa 6.6 o podwyższonej wytrzymałości zapewniają funkcjonariuszom dodatkową ochronę mechaniczną. || Tkanina posiada właściwości hydrofobowe oraz olejoodporne. || Stosowana jest przede wszystkim w aplikacjach wymagających wyjątkowej trwałości użytkowej. || Właściwości antybakteryjne skutecznie eliminują powstawanie nieprzyjemnych zapachów podczas intensywnej służby. || Splot skośny łamany zapewnia użytkownikowi zwiększony komfort noszenia.",military,Wojsko i służby mundurowe,Military and uniformed services,95,motorcycle,Odzież motocyklowa,Motorcycle apparel,80,https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/images/ardura-500-kirik-dimi-main-pic-m__68a7af51eb.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-500-kirik-dimi,https://ariteks.pl/en/fabrics/ardura-2/ardura-500-kirik-dimi,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-500-kirik-dimi-ds__20aa293819.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-astm-e-2149__72e4dc8f2d.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-astm-e-2149-20-wash__e0984e44c6.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-en-24920__8aa29923d0.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-en-24920-5-wash__7d676e9159.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-b04__0e27f62d8f.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-c06__a5b08398ba.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-d01__da9afc47aa.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-e04__18b51576bf.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-x11__cdc5f52b63.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-105-x12__f0a32516c2.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-6330-ts-251__ae5e5acdef.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-12947-2__e60fb040d0.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-13934-1__53cb1a3e92.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-13937-2__edb3c729cf.pdf|https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/documents/ardura-c-5799-iso-16373-2__b02ab30057.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-kirik-dimi/data/fabric-complete-record.json,2,22
ardura-500-fr,ArDura 500 Fr,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,240 g/m²,240,95% PA6.6 5% PU,1/1 Plain,plain,pa66|pu,hi-vis|fr|waterproof|water-repellent|antibacterial,EN ISO 20471|EN ISO 14116|EN 343|OEKO-TEX 100,"Tkana tkanina trudnopalna z powłoką z PA 6.6 do odzieży policji, straży pożarnej i żandarmerii","Pa6.6 woven flame retardant coated fabric for Police, Firefighters and Gendarme wear","240 g/m², 95% Pa 6.6 5% Pu, wodoodporny (hydrofobowy), antybakteryjny, wodoszczelny, tkana tkanina trudnopalna","240 g/m², 95% Pa 6.6 5%Pu, Water Repellent, Antibacterial, Waterproof, Flame Retardant Woven Fabric","ArDura 500 Fr to lekka tkana tkanina z 95% poliamidu 6.6 i 5% poliuretanu, przeznaczona do odzieży wojskowej, policyjnej i żandarmerii. Sprawdza się w szczególności jako materiał do odzieży roboczej funkcjonariuszy zmotoryzowanych. || Włókna Pa 6.6 o wysokiej wytrzymałości zapewniają użytkownikom dodatkową ochronę mechaniczną. || Tkanina posiada właściwości hydrofobowe oraz odporność na działanie olejów. || Stosowana jest przede wszystkim w zastosowaniach wymagających wyjątkowej trwałości użytkowej. || Właściwości antybakteryjne skutecznie eliminują powstawanie wszelkich nieprzyjemnych zapachów podczas pracy. || Powłoka trudnopalna naniesiona na rewers tkaniny zapewnia jednocześnie właściwości trudnopalne oraz wodoszczelność.",military,Wojsko i służby mundurowe,Military and uniformed services,85,motorcycle,Odzież motocyklowa,Motorcycle apparel,75,https://ariteks.pl/ariteks/fabrics/ardura-500-fr/images/ardura-500-fr-main-pic-m__38f46a15ad.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-500-fr,https://ariteks.pl/en/fabrics/ardura-2/ardura-500-fr,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-500-fr/documents/ardura-500-fr-ds__c67d5a1b00.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-fr/documents/arpa66-500-fr-certificate__434f5699b1.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-fr/data/fabric-complete-record.json,2,23
ardura-1000-c,ArDura 1000 C,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,300 g/m²,300,100% PA6.6,1/1 Plain,plain,pa66,hi-vis|water-repellent|antibacterial,EN ISO 20471|OEKO-TEX 100,Tkanina tkana Pa 6.6 do sprzętu wojskowego,Pa6.6 woven fabric for military equipment,"300 g/m², 100% Pa 6.6, wodoodporny (hydrofobowy), antybakteryjny, tkanina tkana","300 g/m², 100% Pa 6.6, Water Repellent, Antibacterial, Woven Fabric",ArDura 1000 C to ciężka tkanina tkana 100% poliamid 6.6 przeznaczona do sprzętu wojskowego. || Włókna Pa 6.6 o wysokiej wytrzymałości zapewniają zwiększoną ochronę toreb wojskowych i policyjnych. || Tkanina posiada właściwości hydrofobowe i oleorepelentne. || Stosowana przede wszystkim w zastosowaniach wymagających ekstremalnej trwałości. || Właściwości antybakteryjne skutecznie eliminują wszelkiego rodzaju nieprzyjemne zapachy powstające podczas użytkowania.,military,Wojsko i służby mundurowe,Military and uniformed services,93,,,,,https://ariteks.pl/ariteks/fabrics/ardura-1000-c/images/ardura-1000-c-main-pic-m__df9348073c.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-1000-c,https://ariteks.pl/en/fabrics/ardura-2/ardura-1000-c,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-1000-c/documents/ardura-1000-c-ds__eb12f4b936.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-c/documents/arpa66-1000-c-certificate__0f3137379f.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-c/data/fabric-complete-record.json,4,22
ardura-1000-c-rb,ArDura 1000 C Rb,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,300 g/m²,300,100% PA6.6,Twill,twill,pa66,hi-vis|water-repellent|antibacterial,EN ISO 20471|OEKO-TEX 100,Tkanina ripstop z Pa 6.6 do wyposażenia wojskowego,Pa6.6 woven ripstop fabric for military equipment,"300 g/m², 100% Pa 6.6, wodoodporny (hydrofobowy), antybakteryjny, tkanina ripstop","300 g/m², 100% Pa 6.6, Water Repellent, Antibacterial, Ripstop Woven Fabric",ArDura 1000 C Rb to ciężka tkanina ripstop z 100% poliamidu 6.6 przeznaczona do wyposażenia wojskowego. || Włókna Pa 6.6 o wysokiej wytrzymałości zapewniają zwiększoną ochronę toreb i plecaków dla wojska oraz służb policyjnych. || Tkanina posiada właściwości hydrofobowe i oleofobowe. || Stosowana jest przede wszystkim w zastosowaniach wymagających ekstremalnej trwałości użytkowej. || Właściwości antybakteryjne skutecznie eliminują powstawanie wszelkich niepożądanych zapachów podczas użytkowania.,military,Wojsko i służby mundurowe,Military and uniformed services,92,,,,,https://ariteks.pl/ariteks/fabrics/ardura-1000-c-rb/images/ardura-1000-c-rb-main-pic-m__a8998f5db2.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-1000-c-rb,https://ariteks.pl/en/fabrics/ardura-2/ardura-1000-c-rb,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-1000-c-rb/documents/ardura-1000-c-rb-ds__e5959e52c3.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-c-rb/documents/arpa66-1000-c-rb-certificate__0c518f330c.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-c-rb/data/fabric-complete-record.json,4,22
ardura-1000-kirik-dimi,ArDura 1000 Kirik Dimi,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,300 g/m²,300,100% PA6.6,Twill,twill,pa66,hi-vis|water-repellent|antibacterial,EN ISO 20471|OEKO-TEX 100,Tkana tkanina z Pa 6.6 w splocie łamanym do zastosowań wojskowych,Pa6.6 woven cross twill fabric for military equipment,"300 g/m², 100% Pa 6.6, wodoodporny (hydrofobowy), antybakteryjny, tkanina tkana w splocie łamanym","300 g/m², 100% Pa 6.6, Water Repellent, Antibacterial, Cross Twill Woven Fabric","ArDura 1000 Kirik Dimi to ciężka tkanina wykonana w 100% z poliamidu 6.6, tkana w splocie łamanym, przeznaczona do zastosowań wojskowych. || Włókna Pa 6.6 o wysokiej wytrzymałości zapewniają wyjątkową ochronę torebkom i plecakom wojskowym oraz policyjnym. || Tkanina posiada właściwości hydrofobowe i oleofobowe. || Stosowana przede wszystkim w aplikacjach wymagających ekstremalnej trwałości. || Funkcja antybakteryjna skutecznie eliminuje wszelkie zapachy powstające podczas użytkowania. || Splot łamany zapewnia użytkownikowi dodatkowy komfort noszenia.",military,Wojsko i służby mundurowe,Military and uniformed services,93,,,,,https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/images/ardura-1000-kirik-dimi-main-pic-m__40476b2620.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-1000-kirik-dimi,https://ariteks.pl/en/fabrics/ardura-2/ardura-1000-kirik-dimi,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-1000-kirik-dimi-ds__78d8626b40.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/arpa66-1000-kirik-dimi-certificate__6f580c845d.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-astm-e-2149__72e4dc8f2d.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-astm-e-2149-20-wash__e0984e44c6.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-en-24920__8aa29923d0.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-en-24920-5-wash__7d676e9159.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-b04__0e27f62d8f.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-c06__a5b08398ba.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-d01__da9afc47aa.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-e04__18b51576bf.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-x11__cdc5f52b63.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-105-x12__f0a32516c2.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-6330-ts-251__ae5e5acdef.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-12947-2__e60fb040d0.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-13934-1__53cb1a3e92.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-13937-2__edb3c729cf.pdf|https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/documents/ardura-c-5799-iso-16373-2__b02ab30057.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-kirik-dimi/data/fabric-complete-record.json,2,22
ardura-1000-fr,ArDura 1000 Fr,ArDura 2,ardura-2,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,350 g/m²,350,95% PA6.6 5% PU,1/1 Plain,plain,pa66|pu,fr|waterproof|water-repellent|antibacterial,EN ISO 14116|EN 343|OEKO-TEX 100,Tkana tkanina trudnopalna powlekana z PA 6.6 do odzieży policyjnej i żandarmerii,Pa6.6 woven flame retardant coated fabric for Police and Gendarme wear,"350 g/m², 95% Pa 6.6 5% Pu, wodoodporny (hydrofobowy), antybakteryjny, wodoszczelny, tkana tkanina trudnopalna","350 g/m², 95% Pa 6.6 5%Pu, Water Repellent, Antibacterial, Waterproof, Flame Retardant Woven Fabric","ArDura 1000 Fr to ciężka tkana tkanina z 95% poliamidu i 5% poliuretanu PA 6.6, przeznaczona do odzieży wojskowej, policyjnej i żandarmerii. Doskonale sprawdza się w odzieży dla policjantów zmotoryzowanych i motocyklowych. || Włókna PA 6.6 o wysokiej wytrzymałości zapewniają funkcjonariuszom zwiększoną ochronę mechaniczną. || Tkanina posiada funkcję odpychania wody i oleju. || Stosowana przede wszystkim w zastosowaniach wymagających ekstremalnej trwałości użytkowej. || Właściwości antybakteryjne skutecznie eliminują wszelkiego rodzaju nieprzyjemne zapachy powstające podczas pracy. || Tkanina posiada powłokę trudnopalną po stronie lewej, która jednocześnie zapewnia właściwości trudnopalne oraz wodoszczelność.",military,Wojsko i służby mundurowe,Military and uniformed services,93,motorcycle,Odzież motocyklowa,Motorcycle apparel,85,https://ariteks.pl/ariteks/fabrics/ardura-1000-fr/images/ardura-1000-fr-main-pic-m__e4be6b052e.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-1000-fr,https://ariteks.pl/en/fabrics/ardura-2/ardura-1000-fr,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-1000-fr/documents/ardura-1000-fr-ds__62c9947c65.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-fr/documents/arpa66-1000-fr-certificate__8b9d3b27c8.pdf,https://ariteks.pl/ariteks/fabrics/ardura-1000-fr/data/fabric-complete-record.json,2,23
argiyim-dura,ArGiyim Dura,ArGiyim YP,argiyim-yp,uniform-pa66,Tkaniny mundurowe PA 6.6,PA 6.6 uniform fabrics,245 g/m²,245,50% PA6.6 50% Cotton,3/1S Twill,twill,pa66|co,hi-vis|fr|water-repellent|antibacterial,EN ISO 20471|EN ISO 14116|EN 343|OEKO-TEX 100,Tkanina tkana 50% Pa6.6 50% Cotton do umundurowania policji i żandarmerii,50% Pa6.6 50% Cotton woven fabric for Police and Gendarme wear,"245 g/m², tkanina tkana 50% Pa 6.6 50% Cotton, wodoodporna (hydrofobowa), antybakteryjna","245 g/m², 50% Pa 6.6 50% Cotton, Water Repellent, Antibacterial Woven Fabric","ArGiyim Dura to tkanina tkana 50% Pa6.6 50% Cotton przeznaczona do umundurowania wojskowego, policyjnego oraz żandarmerii, w tym do odzieży roboczej funkcjonariuszy zmotoryzowanych. Włókna Pa6.6 o wysokiej wytrzymałości zapewniają użytkownikom zwiększoną ochronę. Lico tkaniny wykonane jest z poliamidu 6.6, natomiast rewers – z bawełny. Tkanina posiada funkcję odpychania wody i olejów. || Przeznaczona przede wszystkim do zastosowań wymagających wyjątkowej trwałości użytkowej. || Właściwości antybakteryjne skutecznie eliminują wszelkiego rodzaju nieprzyjemne zapachy powstające podczas użytkowania. || Tkanina posiada certyfikat EN 20471.",military,Wojsko i służby mundurowe,Military and uniformed services,90,motorcycle,Odzież motocyklowa,Motorcycle apparel,80,https://ariteks.pl/ariteks/fabrics/argiyim-dura/images/argiyim-dura-main-pic-m__592bc1d508.jpg,https://ariteks.pl/fabrics/argiyim-yp/argiyim-dura,https://ariteks.pl/en/fabrics/argiyim-yp/argiyim-dura,https://ariteks.pl/fabrics/argiyim-yp,https://ariteks.pl/en/fabrics/argiyim-yp,https://ariteks.pl/ariteks/fabrics/argiyim-dura/documents/argiyim-dura-ds__78df7460dc.pdf,https://ariteks.pl/ariteks/fabrics/argiyim-dura/documents/argiyim-pa66-certificate__a70fcb4ffc.pdf,https://ariteks.pl/ariteks/fabrics/argiyim-dura/data/fabric-complete-record.json,5,23
argiyim-knit-knife-pro,ArGiyim Knit Knife Pro,ArGiyim Knit,argiyim-knit,cut-resistant,Antyprzecięciowe i przeciwprzebiciowe,Cut & puncture resistant,250 g/m²,250,100% p-AR,Jersey,jersey,p-ar,cut-resistant,EN 388|OEKO-TEX 100,"100% p-AR, dzianina odporna na przecięcie","100% p-Aramid, Cut Proof Knit Fabric","250 g/m², 100% p-Aramid (p-AR), dzianina jersey odporna na przecięcie","250 g/m², 100% p-Aramid Cut Proof, Jersey Knit Fabric","Dzianina jersey o gramaturze 250 g/m² wykonana w 100% z włókna p-Aramid (p-AR), przeznaczona do zastosowań wymagających wysokiej odporności na przecięcie. || Materiał znajduje zastosowanie przede wszystkim jako podszewka w odzieży motocyklowej oraz jako surowiec do produkcji rękawic odpornych na przecięcie. || Wyrób spełnia wymagania normy EN 388 dotyczącej ochrony przed zagrożeniami mechanicznymi i objęty jest systemem zarządzania jakością ISO 9001.",motorcycle,Odzież motocyklowa,Motorcycle apparel,90,,,,,https://ariteks.pl/ariteks/fabrics/argiyim-knit-knife-pro/images/argiyim-knit-knife-pro-main-pic-m__29f88f5085.jpg,https://ariteks.pl/fabrics/argiyim-knit/argiyim-knit-knife-pro,https://ariteks.pl/en/fabrics/argiyim-knit/argiyim-knit-knife-pro,https://ariteks.pl/fabrics/argiyim-knit,https://ariteks.pl/en/fabrics/argiyim-knit,https://ariteks.pl/ariteks/fabrics/argiyim-knit-knife-pro/documents/argiyim-knit-knife-pro-ds__05b06076f2.pdf,,https://ariteks.pl/ariteks/fabrics/argiyim-knit-knife-pro/data/fabric-complete-record.json,0,20
argiyim-denim-kursun,ArGiyim Denim Kursun,ArGiyim Knit,argiyim-knit,cut-resistant,Antyprzecięciowe i przeciwprzebiciowe,Cut & puncture resistant,290 g/m²,290,50% HPPE 50% PES,3/1S Twill,twill,hppe|pes,cut-resistant,EN 388|EN 17092|OEKO-TEX 100,Tkanina odporna na ścieranie 50% HPPE 50% Polyester,50% HPPE 50% Polyester Abraison Resistant Fabric,"290 g/m², 50% HPPE 50% Polyester, odporna na ścieranie, tkanina denim w splocie skośnym","290 g/m², 50% HPPE 50% Polyester, Abraison Resistant, Denim Woven Fabric","Tkanina denim w splocie skośnym, 50% HPPE (polietylen wysokiej wydajności) 50% poliester. Lico tkaniny wykonane jest z poliestru, zapewniającego wyjątkową odporność na działanie promieniowania UV, natomiast rewers z HPPE, który gwarantuje zwiększoną odporność na ścieranie w odzieży motocyklowej. || ArGiyim Denim Kursun może być stosowany w odzieży o podwyższonej odporności na ścieranie. || Certyfikowana zgodnie z EN 388 jako materiał odporny na przecięcie. || Certyfikowana zgodnie z EN 17092 w zakresie norm dotyczących odzieży motocyklowej.",motorcycle,Odzież motocyklowa,Motorcycle apparel,96,,,,,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun/images/argiyim-denim-kursun-main-pic-m__50d635ea3d.jpg,https://ariteks.pl/fabrics/argiyim-knit/argiyim-denim-kursun,https://ariteks.pl/en/fabrics/argiyim-knit/argiyim-denim-kursun,https://ariteks.pl/fabrics/argiyim-knit,https://ariteks.pl/en/fabrics/argiyim-knit,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun/documents/argiyim-denim-kursun-ds__acd8635782.pdf,,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun/data/fabric-complete-record.json,2,19
argiyim-denim-kursun-ck,ArGiyim Denim Kursun CK,ArGiyim Knit,argiyim-knit,cut-resistant,Antyprzecięciowe i przeciwprzebiciowe,Cut & puncture resistant,620 g/m²,620,50% HPPE 50% PES,Double Denim,denim,hppe|pes,cut-resistant,EN 388|EN 17092|OEKO-TEX 100,Tkanina odporna na ścieranie 50% HPPE 50% Polyester,50% HPPE 50% Polyester Abraison Resitant Fabric,"620 g/m², 50% HPPE 50% Polyester, odporna na ścieranie, tkanina denim o podwójnym splocie","620 g/m², 50% HPPE 50% Polyester, Abraison Resistant, Double Denim Woven Fabric","Tkanina denim o podwójnym splocie skośnym, 50% HPPE (polietylen wysokiej wydajności) 50% Polyester, przeznaczona do kombinezonów do piaskowania. Lico tkaniny wykonane jest z poliestru, zapewniającego wyjątkową trwałość na działanie promieniowania słonecznego, natomiast rewers stanowi podwójna warstwa HPPE, która zapewnia zwiększoną odporność na ścieranie w odzieży do piaskowania. || ArGiyim Denim Kursun CK może być stosowana do odzieży odpornej na ścieranie. || Certyfikowana zgodnie z EN 388 jako odporna na przecięcie. || Certyfikowana zgodnie z EN 17092 w zakresie norm dla odzieży motocyklowej.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,75,,,,,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun-ck/images/argiyim-denim-kursun-ck-main-pic-m__7f9f3c74ce.jpg,https://ariteks.pl/fabrics/argiyim-knit/argiyim-denim-kursun-ck,https://ariteks.pl/en/fabrics/argiyim-knit/argiyim-denim-kursun-ck,https://ariteks.pl/fabrics/argiyim-knit,https://ariteks.pl/en/fabrics/argiyim-knit,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun-ck/documents/argiyim-denim-kursun-ck-ds__5c267b3da8.pdf,,https://ariteks.pl/ariteks/fabrics/argiyim-denim-kursun-ck/data/fabric-complete-record.json,2,19
ardura-500-cg,ArDura 500 CG,ArDura 2,ardura-2,cut-resistant,Antyprzecięciowe i przeciwprzebiciowe,Cut & puncture resistant,350 g/m²,350,100% PA6.6,Herringbone,herringbone,pa66,water-repellent|antibacterial|cut-resistant,EN 388|EN 17092|OEKO-TEX 100,Tkanina tkana Pa 6.6 do kombinezonów do neutralizacji ładunków wybuchowych,Pa6.6 woven fabric for Bomb Disposal Suits,"350 g/m², 100% Pa 6.6, wodoodporny (hydrofobowy), antybakteryjny, tkanina tkana w splot jodełkowy","350 g/m², 100% Pa 6.6, Water Repellent, Antibacterial, Herringbone Woven Fabric","ArDura 500 CG to tkanina tkana w 100% z poliamidu 6.6, przeznaczona do kombinezonów do neutralizacji ładunków wybuchowych, odzieży wojskowej, policyjnej i żandarmerii, a także do kieszeni odpornych na przebicie igłą stosowanych w odzieży roboczej. || Włókna Pa 6.6 o wysokiej wytrzymałości zapewniają zwiększoną ochronę w odzieży do neutralizacji ładunków wybuchowych. || Tkanina posiada funkcję odpychania wody i oleju. || Stosowana jest przede wszystkim w aplikacjach wymagających wyjątkowej trwałości. || Właściwości antybakteryjne skutecznie eliminują wszelkiego rodzaju nieprzyjemne zapachy powstające podczas użytkowania.",military,Wojsko i służby mundurowe,Military and uniformed services,97,,,,,https://ariteks.pl/ariteks/fabrics/ardura-500-cg/images/ardura-500-cg-main-pic-m__9f252f94a6.jpg,https://ariteks.pl/fabrics/ardura-2/ardura-500-cg,https://ariteks.pl/en/fabrics/ardura-2/ardura-500-cg,https://ariteks.pl/fabrics/ardura-2,https://ariteks.pl/en/fabrics/ardura-2,https://ariteks.pl/ariteks/fabrics/ardura-500-cg/documents/ardura-500-cg-ds__abcdfc4527.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-cg/documents/arpa66-500-cg-certificate__3543618093.pdf,https://ariteks.pl/ariteks/fabrics/ardura-500-cg/data/fabric-complete-record.json,2,22
arcadir-520,ArCadır 520,ArCadir,arcadir,,,,520 g/m²,520,100% CO,1/1 Plain,plain,co,fr|waterproof,OEKO-TEX 100,"Tkanina namiotowa 100% CO, 520 g/m²","100% Cotton Disaster Tent Fabric, 520 gr/m'2","Tkanina namiotowa 520 g/m², 100% CO, trudnopalna, przeciwgrzybicza, wodoszczelna. ArÇadir 520","520 g/m², 100% Cotton, Flame Retardant, Antifungal, Waterproof tent fabric. ArÇadir 520","to tkanina namiotowa 100% CO z właściwościami trudnopalnymi. Dzięki zawartości bawełny stanowi ekologiczny wybór w produkcji namiotów. || Stosowana w aplikacjach namiotów wojskowych oraz namiotów awaryjnych (disaster relief). Tkanina przeszła testy potwierdzające właściwości wodoszczelne i przeciwgrzybicze. || Tkanina namiotowa 100% CO, 520 g/m²",military,Wojsko i służby mundurowe,Military and uniformed services,95,,,,,https://ariteks.pl/ariteks/fabrics/arcadir-520/images/arcadir-520-main-pic-m__b99eb377e8.jpg,https://ariteks.pl/fabrics/arcadir/arcadir-520,https://ariteks.pl/en/fabrics/arcadir/arcadir-520,https://ariteks.pl/fabrics/arcadir,https://ariteks.pl/en/fabrics/arcadir,https://ariteks.pl/ariteks/fabrics/arcadir-520/documents/arcadir-520-ds__20b466c25e.pdf,https://ariteks.pl/ariteks/fabrics/arcadir-520/documents/arcadir-520-5686-part-1__1d1f439d10.pdf|https://ariteks.pl/ariteks/fabrics/arcadir-520/documents/arcadir-520-iso6940-iso6941__2951ab843e.pdf|https://ariteks.pl/ariteks/fabrics/arcadir-520/documents/arcadir-520-iso11721-1__c64b0d4ad2.pdf,https://ariteks.pl/ariteks/fabrics/arcadir-520/data/fabric-complete-record.json,0,14
